Player,Career Span,Start,End,Matches_Played,Innings_Batted,Not_Outs,Runs_Scored,Highest_Innings_Score,Highest_Innings_Score_Num,Batting_Avg,Balls_Faced,Strike_Rate,100_Scored,50_Scored,Ducks,4sBoundary,6sBoundary,Country,RandX,RandY
KM Jarvis ,2011-2018,2011,2018,14,7,2,10,9*,9,2,28,35.71,0,0,4,0,0,Zimbabwe,1010,583
AM Blignaut ,2010-2010,2010,2010,1,1,0,8,8,8,8,8,100,0,0,0,1,0,Zimbabwe,302,855
BV Vitori ,2012-2016,2012,2016,11,2,2,8,7*,7,-,7,114.28,0,0,0,0,0,Zimbabwe,748,325
J Nyumbu ,2018-2018,2018,2018,2,2,2,7,6*,6,-,11,63.63,0,0,0,1,0,Zimbabwe,383,775
KO Meth ,2012-2012,2012,2012,2,1,1,6,6*,6,-,6,100,0,0,0,0,0,Zimbabwe,1088,888
T Mupariwa ,2007-2008,2007,2008,4,2,2,5,3*,3,-,3,166.66,0,0,0,0,0,Zimbabwe,579,464
N M'shangwe (2013-2014),2013-2014,2013,2014,5,2,1,5,5*,5,5,4,125,0,0,1,1,0,Zimbabwe,531,367
GB Brent ,2006-2007,2006,2007,3,1,0,2,2,2,2,5,40,0,0,0,0,0,Zimbabwe,131,449
AJ Ireland ,2006-2006,2006,2006,1,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,Zimbabwe,881,308
B Muzarabani ,2018-2018,2018,2018,6,3,2,1,1*,1,1,5,20,0,0,1,0,0,Zimbabwe,839,855
ML Nkala ,2006-2006,2006,2006,1,1,0,1,1,1,1,3,33.33,0,0,0,0,0,Zimbabwe,654,473
EC Rainsford ,2010-2010,2010,2010,2,1,1,1,1*,1,-,2,50,0,0,0,0,0,Zimbabwe,600,837
T Muzarabani ,2015-2016,2015,2016,9,1,1,0,0*,0,-,2,0,0,0,0,0,0,Zimbabwe,894,465
TP Kamungozi ,2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe,829,691
W Barresi ,2012-2018,2012,2018,38,37,5,764,75*,75,23.87,649,117.71,0,4,3,65,21,Netherlands,161,525
SJ Myburgh ,2012-2017,2012,2017,28,27,2,640,71*,71,25.6,519,123.31,0,5,5,73,21,Netherlands,682,1107
PW Borren ,2008-2017,2008,2017,43,38,5,638,57,57,19.33,524,121.75,0,1,2,60,18,Netherlands,59,754
MR Swart ,2012-2016,2012,2016,26,25,2,621,89,89,27,537,115.64,0,4,1,53,16,Netherlands,580,77
BN Cooper ,2013-2018,2013,2018,30,27,5,457,66,66,20.77,392,116.58,0,2,4,40,16,Netherlands,749,188
TLW Cooper ,2012-2016,2012,2016,18,17,3,404,72*,72,28.85,306,132.02,0,2,2,38,16,Netherlands,1001,1021
AN Kervezee ,2009-2012,2009,2012,10,10,1,289,58*,58,32.11,262,110.3,0,2,0,19,6,Netherlands,339,404
RN ten Doeschate ,2008-2018,2008,2018,10,10,4,252,56,56,42,193,130.56,0,1,0,12,8,Netherlands,960,884
ES Szwarczynski ,2008-2013,2008,2013,14,12,1,233,45,45,21.18,243,95.88,0,0,0,22,2,Netherlands,902,118
MJG Rippon ,2013-2018,2013,2018,18,11,4,216,42,42,30.85,192,112.5,0,0,2,15,3,Netherlands,564,392
MP O'Dowd (2015-2018),2015-2018,2015,2018,12,11,2,164,39,39,18.22,137,119.7,0,0,0,14,3,Netherlands,371,735
TN de Grooth ,2008-2013,2008,2013,15,13,5,163,49,49,20.37,155,105.16,0,0,0,16,1,Netherlands,757,92
Mudassar Bukhari ,2008-2016,2008,2016,38,26,8,157,28*,28,8.72,152,103.28,0,0,1,10,4,Netherlands,566,334
RE van der Merwe ,2015-2018,2015,2018,12,10,3,154,40*,40,22,108,142.59,0,0,0,13,4,Netherlands,448,153
PM Seelaar ,2008-2018,2008,2018,44,20,5,136,36,36,9.06,138,98.55,0,0,1,9,1,Netherlands,755,885
B Zuiderent ,2009-2010,2009,2010,6,6,1,108,43*,43,21.6,124,87.09,0,0,0,8,1,Netherlands,949,862
TP Visee ,2015-2018,2015,2018,9,9,0,102,25,25,11.33,75,136,0,0,2,18,1,Netherlands,636,864
DLS van Bunge ,2008-2013,2008,2013,14,12,4,90,24,24,11.25,104,86.53,0,0,2,2,3,Netherlands,1094,889
SA Edwards ,2018-2018,2018,2018,5,5,3,85,34*,34,42.5,54,157.4,0,0,0,9,2,Netherlands,936,772
DJ Reekers ,2008-2009,2008,2009,6,5,0,64,29,29,12.8,49,130.61,0,0,1,10,2,Netherlands,378,118
T van der Gugten ,2012-2018,2012,2018,27,9,3,58,13,13,9.66,52,111.53,0,0,1,1,3,Netherlands,1087,779
TGJ Gruijters ,2012-2013,2012,2013,8,5,3,51,21*,21,25.5,47,108.51,0,0,0,3,1,Netherlands,210,435
BFW de Leede ,2018-2018,2018,2018,4,4,1,48,33,33,16,59,81.35,0,0,0,3,0,Netherlands,438,404
RI Ahmed ,2015-2015,2015,2015,2,2,0,38,25,25,19,50,76,0,0,0,2,0,Netherlands,103,678
PA van Meekeren ,2013-2018,2013,2018,23,6,0,33,18,18,5.5,28,117.85,0,0,2,0,3,Netherlands,913,799
Ahsan Malik ,2012-2017,2012,2017,31,8,5,28,11*,11,9.33,30,93.33,0,0,1,1,1,Netherlands,1022,350
Sikander Zulfiqar ,2016-2018,2016,2018,5,4,1,23,9*,9,7.66,27,85.18,0,0,0,2,0,Netherlands,1085,523
J Smits ,2008-2009,2008,2009,6,2,1,15,11*,11,15,27,55.55,0,0,0,0,0,Netherlands,436,70
S Snater ,2018-2018,2018,2018,4,2,0,8,6,6,4,7,114.28,0,0,0,0,0,Netherlands,1049,700
E Schiferli ,2008-2010,2008,2010,7,3,1,7,5*,5,3.5,16,43.75,0,0,1,0,0,Netherlands,647,868
LV van Beek ,2014-2016,2014,2016,8,4,1,7,4*,4,2.33,15,46.66,0,0,0,0,0,Netherlands,876,605
DP Nannes ,2009-2009,2009,2009,2,1,0,6,6,6,6,7,85.71,0,0,0,0,0,Netherlands,647,367
FJ Klaassen ,2018-2018,2018,2018,5,2,1,2,1*,1,2,2,100,0,0,0,0,0,Netherlands,130,409
MBS Jonkman ,2010-2010,2010,2010,3,1,0,1,1,1,1,8,12.5,0,0,0,0,0,Netherlands,59,1037
VJ Kingma ,2016-2016,2016,2016,1,1,0,1,1,1,1,4,25,0,0,0,0,0,Netherlands,555,773
Saqib Zulfiqar ,2018-2018,2018,2018,2,1,0,1,1,1,1,5,20,0,0,0,0,0,Netherlands,44,376
AF Buurman ,2010-2010,2010,2010,4,2,0,0,0,0,0,4,0,0,0,2,0,0,Netherlands,691,321
Mohammad Kashif ,2010-2010,2010,2010,3,1,1,0,0*,0,-,0,-,0,0,0,0,0,Netherlands,684,422
HJC Mol ,2008-2008,2008,2008,4,1,0,0,0,0,0,1,0,0,0,1,0,0,Netherlands,979,512
GMC Mol ,2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,1013,703
HC Overdijk ,2018-2018,2018,2018,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,752,672
JD Schoonheim ,2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,60,924
MB van Schelven ,2015-2015,2015,2015,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,406,277
Babar Hayat ,2014-2017,2014,2017,24,24,4,541,122,122,27.05,433,124.94,1,2,2,45,20,Hong Kong,1083,806
MS Chapman ,2014-2016,2014,2016,19,18,1,392,63*,63,23.05,347,112.96,0,1,0,34,9,Hong Kong,66,519
Nizakat Khan ,2014-2017,2014,2017,23,21,0,377,62,62,17.95,314,120.06,0,2,3,27,15,Hong Kong,879,556
Anshuman Rath ,2015-2017,2015,2017,20,19,2,321,44,44,18.88,344,93.31,0,0,1,31,2,Hong Kong,832,367
Tanwir Afzal ,2014-2016,2014,2016,21,18,2,219,56,56,13.68,173,126.58,0,1,4,9,15,Hong Kong,1062,84
JJ Atkinson ,2014-2016,2014,2016,13,12,0,202,53,53,16.83,187,108.02,0,1,3,22,6,Hong Kong,461,956
Aizaz Khan ,2014-2017,2014,2017,23,20,7,186,31,31,14.3,176,105.68,0,0,2,17,4,Hong Kong,965,1077
Waqas Barkat ,2014-2017,2014,2017,11,9,2,90,32,32,12.85,101,89.1,0,0,1,10,0,Hong Kong,568,473
Ehsan Khan ,2016-2017,2016,2017,4,3,2,81,42*,42,81,62,130.64,0,0,0,6,4,Hong Kong,1089,525
KD Shah ,2014-2016,2014,2016,15,11,2,77,29,29,8.55,98,78.57,0,0,3,7,1,Hong Kong,779,1092
Irfan Ahmed ,2014-2015,2014,2015,8,8,0,76,34,34,9.5,83,91.56,0,0,2,4,6,Hong Kong,378,1093
Waqas Khan ,2014-2017,2014,2017,8,7,3,68,33*,33,17,89,76.4,0,0,1,3,2,Hong Kong,454,106
C Carter ,2015-2017,2015,2017,10,5,1,55,17,17,13.75,63,87.3,0,0,0,3,0,Hong Kong,502,138
Shahid Wasif ,2016-2017,2016,2017,4,4,2,49,40,40,24.5,33,148.48,0,0,0,3,1,Hong Kong,989,497
Haseeb Amjad ,2014-2016,2014,2016,18,10,6,45,12*,12,11.25,45,100,0,0,0,3,1,Hong Kong,457,603
Munir Dar ,2014-2014,2014,2014,2,2,0,39,36,36,19.5,33,118.18,0,0,0,3,1,Hong Kong,711,46
RJ Campbell ,2016-2016,2016,2016,3,3,0,36,27,27,12,47,76.59,0,0,1,6,0,Hong Kong,265,85
Nadeem Ahmed ,2014-2017,2014,2017,24,9,4,34,10,10,6.8,55,61.81,0,0,1,2,0,Hong Kong,432,121
Anas Khan ,2014-2014,2014,2014,1,1,1,21,21*,21,-,28,75,0,0,0,2,0,Hong Kong,98,89
Tanveer Ahmed ,2016-2017,2016,2017,5,2,1,7,7*,7,7,11,63.63,0,0,1,1,0,Hong Kong,873,305
Najeeb Amar ,2014-2014,2014,2014,1,1,0,2,2,2,2,9,22.22,0,0,0,0,0,Hong Kong,411,228
Ehsan Nawaz ,2014-2017,2014,2017,5,1,0,0,0,0,0,2,0,0,0,1,0,0,Hong Kong,83,133
A Mehmood ,2016-2016,2016,2016,2,1,1,0,0*,0,-,1,0,0,0,0,0,0,Hong Kong,831,151
A Vala ,2015-2017,2015,2017,9,9,1,139,34*,34,17.37,161,86.33,0,0,0,11,3,P.N.G.,17,615
S Bau ,2016-2017,2016,2017,6,6,1,116,30,30,23.2,106,109.43,0,0,1,4,5,P.N.G.,379,641
MD Dai ,2015-2017,2015,2017,9,8,0,105,31,31,13.12,128,82.03,0,0,0,4,0,P.N.G.,1044,1021
N Vanua ,2015-2017,2015,2017,9,8,4,102,28*,28,25.5,62,164.51,0,0,1,4,7,P.N.G.,70,433
TP Ura ,2015-2017,2015,2017,6,6,0,99,32,32,16.5,87,113.79,0,0,0,13,1,P.N.G.,977,463
CJA Amini ,2015-2016,2015,2016,6,5,1,90,37*,37,22.5,97,92.78,0,0,0,4,1,P.N.G.,879,810
L Siaka ,2015-2017,2015,2017,9,9,0,78,31,31,8.66,91,85.71,0,0,2,7,2,P.N.G.,1090,731
JNT Vare ,2015-2017,2015,2017,8,7,0,68,38,38,9.71,71,95.77,0,0,0,4,0,P.N.G.,113,170
K Pala ,2015-2015,2015,2015,2,2,1,41,22*,22,41,30,136.66,0,0,0,4,2,P.N.G.,327,727
VV Morea ,2015-2017,2015,2017,5,5,0,35,19,19,7,44,79.54,0,0,1,4,0,P.N.G.,800,102
CA Soper ,2015-2017,2015,2017,5,3,2,18,8*,8,18,33,54.54,0,0,0,0,0,P.N.G.,505,219
JB Reva ,2015-2017,2015,2017,6,4,0,16,7,7,4,22,72.72,0,0,0,1,1,P.N.G.,97,1060
N Pokana ,2016-2016,2016,2016,3,2,1,10,8*,8,10,17,58.82,0,0,0,0,0,P.N.G.,695,124
P Raho ,2016-2016,2016,2016,2,2,2,10,8*,8,-,6,166.66,0,0,0,0,1,P.N.G.,1094,1012
A Nao ,2017-2017,2017,2017,2,2,2,7,7*,7,-,4,175,0,0,0,1,0,P.N.G.,943,1051
WT Gavera ,2015-2017,2015,2017,6,2,0,3,2,2,1.5,6,50,0,0,0,0,0,P.N.G.,648,712
H Hiri ,2016-2016,2016,2016,2,2,0,2,1,1,1,5,40,0,0,0,0,0,P.N.G.,64,559
L Nou ,2015-2015,2015,2015,3,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,P.N.G.,977,819
D Bau ,2017-2017,2017,2017,1,-,-,-,-,-,-,-,-,-,-,-,-,-,P.N.G.,829,985
Tamim Iqbal ,2007-2018,2007,2018,71,71,5,1556,103*,103,23.57,1328,117.16,1,6,6,166,40,Bangladesh,731,651
Shakib Al Hasan ,2006-2018,2006,2018,72,72,9,1471,84,84,23.34,1196,122.99,0,8,5,152,32,Bangladesh,1007,1030
Mahmudullah ,2007-2018,2007,2018,76,69,15,1251,64*,64,23.16,1024,122.16,0,3,2,100,42,Bangladesh,529,336
Mushfiqur Rahim ,2006-2018,2006,2018,77,69,12,1138,72*,72,19.96,955,119.16,0,4,3,98,28,Bangladesh,851,784
Sabbir Rahman ,2014-2018,2014,2018,41,40,5,906,80,80,25.88,739,122.59,0,4,2,87,28,Bangladesh,76,962
Soumya Sarkar ,2015-2018,2015,2018,41,41,0,718,51,51,17.51,584,122.94,0,1,6,78,25,Bangladesh,611,594
Mohammad Ashraful ,2007-2013,2007,2013,23,23,0,450,65,65,19.56,356,126.4,0,2,2,48,11,Bangladesh,1023,529
Liton Das ,2015-2018,2015,2018,18,18,0,391,61,61,21.72,279,140.14,0,2,1,32,19,Bangladesh,309,889
Mashrafe Mortaza ,2006-2017,2006,2017,54,39,11,377,36,36,13.46,277,136.1,0,0,6,28,23,Bangladesh,537,570
Nasir Hossain ,2011-2016,2011,2016,31,24,4,370,50*,50,18.5,326,113.49,0,2,2,30,7,Bangladesh,491,459
Anamul Haque ,2012-2015,2012,2015,13,13,2,355,58,58,32.27,301,117.94,0,1,1,38,12,Bangladesh,212,173
Aftab Ahmed ,2006-2010,2006,2010,11,11,1,228,62*,62,22.8,178,128.08,0,1,0,26,6,Bangladesh,494,138
Nazimuddin ,2007-2008,2007,2008,7,7,0,178,81,81,25.42,158,112.65,0,1,2,13,10,Bangladesh,969,814
Junaid Siddique ,2007-2012,2007,2012,7,7,0,159,71,71,22.71,108,147.22,0,1,1,16,7,Bangladesh,1036,144
Naeem Islam ,2008-2013,2008,2013,10,10,1,130,28,28,14.44,114,114.03,0,0,0,8,7,Bangladesh,970,198
Imrul Kayes ,2010-2017,2010,2017,14,13,0,119,36,36,9.15,134,88.8,0,0,4,14,3,Bangladesh,962,184
Ziaur Rahman ,2012-2014,2012,2014,14,12,3,117,40*,40,13,91,128.57,0,0,3,3,10,Bangladesh,342,183
Mosaddek Hossain ,2016-2018,2016,2018,8,8,1,113,34*,34,16.14,115,98.26,0,0,1,8,3,Bangladesh,118,1100
Mehidy Hasan Miraz ,2017-2018,2017,2018,13,11,2,94,19*,19,10.44,80,117.5,0,0,2,7,4,Bangladesh,1066,753
Mohammad Saifuddin ,2017-2018,2017,2018,9,6,1,94,39*,39,18.8,88,106.81,0,0,0,7,3,Bangladesh,470,426
Mohammad Mithun ,2014-2018,2014,2018,13,9,0,90,47,47,10,96,93.75,0,0,2,7,3,Bangladesh,175,358
Shamsur Rahman ,2013-2014,2013,2014,9,8,0,86,53,53,10.75,85,101.17,0,1,2,12,1,Bangladesh,817,535
Nurul Hasan ,2016-2017,2016,2017,9,8,4,78,30*,30,19.5,63,123.8,0,0,1,9,0,Bangladesh,712,851
Farhad Reza ,2006-2014,2006,2014,13,9,0,72,19,19,8,88,81.81,0,0,1,4,2,Bangladesh,835,288
Mominul Haque ,2012-2014,2012,2014,6,4,1,60,26*,26,20,50,120,0,0,0,5,2,Bangladesh,725,1018
Ariful Haque ,2018-2018,2018,2018,9,8,4,59,18*,18,14.75,61,96.72,0,0,1,4,0,Bangladesh,526,255
Abu Hider ,2016-2018,2016,2018,13,5,4,58,22*,22,58,43,134.88,0,0,0,5,4,Bangladesh,812,1042
Alok Kapali ,2007-2011,2007,2011,7,7,2,57,19,19,11.4,85,67.05,0,0,2,3,1,Bangladesh,233,11
Sohag Gazi ,2012-2015,2012,2015,10,7,3,57,24,24,14.25,59,96.61,0,0,0,3,1,Bangladesh,411,918
Raqibul Hasan ,2008-2010,2008,2010,5,5,0,51,18,18,10.2,62,82.25,0,0,0,3,1,Bangladesh,823,916
Abdur Razzak ,2006-2014,2006,2014,34,20,10,41,9,9,4.1,74,55.4,0,0,5,1,0,Bangladesh,735,613
Shuvagata Hom ,2016-2016,2016,2016,5,4,2,35,16*,16,17.5,35,100,0,0,0,3,1,Bangladesh,936,897
Arafat Sunny ,2014-2016,2014,2016,10,6,3,34,10,10,11.33,30,113.33,0,0,0,3,1,Bangladesh,718,608
Jahurul Islam ,2010-2013,2010,2013,3,3,0,31,18,18,10.33,23,134.78,0,0,0,3,1,Bangladesh,676,889
Taskin Ahmed ,2014-2018,2014,2018,19,6,3,29,15*,15,9.66,31,93.54,0,0,1,3,1,Bangladesh,851,4
Mustafizur Rahman ,2015-2018,2015,2018,30,13,5,27,8,8,3.37,45,60,0,0,4,1,2,Bangladesh,931,199
Nadif Chowdhury ,2006-2007,2006,2007,3,3,0,27,12,12,9,23,117.39,0,0,0,2,0,Bangladesh,345,558
Shahriar Nafees ,2006-2006,2006,2006,1,1,0,25,25,25,25,17,147.05,0,0,0,3,1,Bangladesh,147,11
Rony Talukdar ,2015-2015,2015,2015,1,1,0,21,21,21,21,22,95.45,0,0,0,0,1,Bangladesh,540,853
Muktar Ali ,2016-2016,2016,2016,1,1,1,19,19*,19,-,15,126.66,0,0,0,1,1,Bangladesh,840,494
Shafiul Islam ,2010-2017,2010,2017,12,5,1,19,16,16,4.75,27,70.37,0,0,1,1,1,Bangladesh,325,694
Nazmul Islam ,2018-2018,2018,2018,13,4,3,18,7,7,18,17,105.88,0,0,0,2,0,Bangladesh,290,1062
Rubel Hossain ,2009-2018,2009,2018,27,14,9,17,8*,8,3.4,30,56.66,0,0,4,1,0,Bangladesh,810,841
Mehrab Hossain jnr ,2008-2009,2008,2009,2,2,1,16,10,10,16,25,64,0,0,0,1,0,Bangladesh,849,373
Abul Hasan ,2012-2018,2012,2018,5,2,0,14,9,9,7,11,127.27,0,0,0,2,0,Bangladesh,231,142
Mohammad Rafique ,2006-2006,2006,2006,1,1,0,13,13,13,13,5,260,0,0,0,3,0,Bangladesh,463,367
Mahedi Hasan ,2018-2018,2018,2018,1,1,0,11,11,11,11,11,100,0,0,0,1,0,Bangladesh,85,550
Zakir Hasan ,2018-2018,2018,2018,1,1,0,10,10,10,10,9,111.11,0,0,0,1,0,Bangladesh,429,1029
Elias Sunny ,2012-2012,2012,2012,7,4,2,9,5,5,4.5,9,100,0,0,0,1,0,Bangladesh,70,734
Shahadat Hossain ,2006-2013,2006,2013,6,5,3,8,4*,4,4,12,66.66,0,0,1,0,0,Bangladesh,81,874
Al-Amin Hossain ,2013-2016,2013,2016,25,5,3,7,5*,5,3.5,12,58.33,0,0,1,1,0,Bangladesh,1078,330
Syed Rasel ,2007-2008,2007,2008,8,3,1,7,6,6,3.5,9,77.77,0,0,0,1,0,Bangladesh,335,1098
Nazmus Sadat ,2006-2006,2006,2006,1,1,0,4,4,4,4,3,133.33,0,0,0,0,0,Bangladesh,276,324
Abu Jayed ,2018-2018,2018,2018,3,2,0,3,2,2,1.5,7,42.85,0,0,0,0,0,Bangladesh,0,226
Nazmul Hossain ,2009-2012,2009,2012,4,2,2,3,3*,3,-,15,20,0,0,0,0,0,Bangladesh,868,234
Dhiman Ghosh ,2008-2008,2008,2008,1,1,0,1,1,1,1,2,50,0,0,0,0,0,Bangladesh,729,804
Sohrawordi Shuvo ,2010-2010,2010,2010,1,1,1,1,1*,1,-,3,33.33,0,0,0,0,0,Bangladesh,953,642
Afif Hossain ,2018-2018,2018,2018,1,1,0,0,0,0,0,2,0,0,0,1,0,0,Bangladesh,290,759
Jubair Hossain ,2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,374,240
Mohammad Shahid ,2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,744,608
Robiul Islam ,2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,373,306
Sajedul Islam ,2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,667,62
Saqlain Sajib ,2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,827,974
Shaiman Anwar ,2014-2018,2014,2018,27,27,2,788,117*,117,31.52,660,119.39,1,4,1,62,31,U.A.E.,182,147
Rohan Mustafa ,2014-2018,2014,2018,25,24,1,411,77,77,17.86,344,119.47,0,2,3,43,15,U.A.E.,822,799
Muhammad Usman ,2016-2017,2016,2017,19,18,3,382,58,58,25.46,349,109.45,0,1,1,39,11,U.A.E.,209,418
Mohammad Shahzad ,2015-2017,2015,2017,20,20,2,281,52,52,15.61,239,117.57,0,1,2,25,11,U.A.E.,1038,809
Amjad Javed ,2014-2017,2014,2017,22,18,3,271,76,76,18.06,242,111.98,0,1,1,17,15,U.A.E.,835,614
Rameez Shahzad ,2016-2018,2016,2018,9,9,2,218,49,49,31.14,189,115.34,0,0,1,17,6,U.A.E.,963,779
SP Patil ,2014-2016,2014,2016,18,13,0,187,37,37,14.38,218,85.77,0,0,3,16,4,U.A.E.,885,340
Mohammad Naveed ,2015-2018,2015,2018,23,19,9,164,27*,27,16.4,128,128.12,0,0,2,16,8,U.A.E.,720,531
Muhammad Kaleem ,2016-2016,2016,2016,9,9,0,97,50,50,10.77,116,83.62,0,1,1,9,3,U.A.E.,508,132
Faizan Asif ,2014-2015,2014,2015,6,6,0,80,28,28,13.33,64,125,0,0,0,9,3,U.A.E.,448,480
Khurram Khan ,2014-2014,2014,2014,3,3,0,73,31,31,24.33,73,100,0,0,0,8,0,U.A.E.,867,600
Ghulam Shabber ,2016-2018,2016,2018,9,6,2,58,20,20,14.5,50,116,0,0,0,5,2,U.A.E.,65,407
Amjad Ali ,2014-2015,2014,2015,5,5,1,42,20,20,10.5,52,80.76,0,0,0,6,0,U.A.E.,498,313
Ahmed Raza ,2014-2018,2014,2018,22,8,4,41,12,12,10.25,72,56.94,0,0,1,0,1,U.A.E.,1085,744
Mohammed Qasim ,2016-2017,2016,2017,3,3,1,36,13*,13,18,51,70.58,0,0,0,2,0,U.A.E.,885,310
Abdul Shakoor ,2015-2015,2015,2015,4,3,1,28,20*,20,14,34,82.35,0,0,0,2,0,U.A.E.,640,452
Amjad Gul ,2015-2016,2015,2016,4,3,0,28,24,24,9.33,30,93.33,0,0,0,3,1,U.A.E.,310,1111
Umair Ali ,2015-2015,2015,2015,3,3,2,22,13,13,22,18,122.22,0,0,0,2,1,U.A.E.,832,608
Kamran Shazad ,2014-2014,2014,2014,3,2,0,21,21,21,10.5,17,123.52,0,0,1,1,2,U.A.E.,750,448
Fahad Tariq ,2016-2016,2016,2016,6,5,1,19,16,16,4.75,24,79.16,0,0,2,1,1,U.A.E.,704,168
EHSN Silva ,2014-2014,2014,2014,2,2,1,16,13*,13,16,22,72.72,0,0,0,1,0,U.A.E.,343,925
Saqlain Haider ,2016-2016,2016,2016,6,5,1,14,7,7,3.5,35,40,0,0,0,0,0,U.A.E.,550,87
Chirag Suri ,2018-2018,2018,2018,1,1,0,13,13,13,13,20,65,0,0,0,1,0,U.A.E.,855,740
Usman Mushtaq ,2016-2016,2016,2016,3,2,1,13,9,9,13,24,54.16,0,0,0,1,0,U.A.E.,485,339
Fayyaz Ahmed ,2015-2015,2015,2015,1,1,0,11,11,11,11,12,91.66,0,0,0,2,0,U.A.E.,231,1049
V Shetty ,2014-2014,2014,2014,2,2,1,11,10,10,11,13,84.61,0,0,0,1,0,U.A.E.,490,640
Adnan Mufti ,2017-2017,2017,2017,1,1,1,7,7*,7,-,7,100,0,0,0,0,0,U.A.E.,721,1058
Qadeer Ahmed ,2015-2016,2015,2016,8,4,3,7,5*,5,7,12,58.33,0,0,1,1,0,U.A.E.,98,822
Farhan Ahmed ,2016-2016,2016,2016,3,1,0,4,4,4,4,8,50,0,0,0,0,0,U.A.E.,1031,159
Mohammad Tauqir ,2015-2015,2015,2015,3,2,1,4,4,4,4,6,66.66,0,0,0,1,0,U.A.E.,1083,890
AM Guruge ,2014-2015,2014,2015,5,3,2,3,1*,1,3,8,37.5,0,0,0,0,0,U.A.E.,1075,692
Zaheer Maqsood ,2015-2016,2015,2016,3,1,0,2,2,2,2,5,40,0,0,0,0,0,U.A.E.,648,24
Muhammed Shanil ,2016-2016,2016,2016,1,1,1,1,1*,1,-,3,33.33,0,0,0,0,0,U.A.E.,1107,511
Ashfaq Ahmed ,2018-2018,2018,2018,1,1,0,0,0,0,0,3,0,0,0,1,0,0,U.A.E.,54,76
L Sreekumar ,2017-2017,2017,2017,1,1,0,0,0,0,0,1,0,0,0,1,0,0,U.A.E.,500,324
Amir Hayat ,2018-2018,2018,2018,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,100,397
Atif Ali Khan ,2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,463,47
Imran Haider ,2016-2018,2016,2018,6,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1008,574
Nasir Aziz ,2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,1019,825
Sharif Asadullah ,2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,811,630
Sultan Ahmed ,2017-2017,2017,2017,2,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,107,165
Zahoor Khan ,2017-2018,2017,2018,4,-,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.,882,1046
PR Stirling ,2009-2018,2009,2018,52,51,4,1181,81,81,25.12,869,135.9,0,8,7,143,39,Ireland,493,380
GC Wilson ,2008-2018,2008,2018,61,54,7,1095,65*,65,23.29,1035,105.79,0,3,4,96,18,Ireland,658,515
WTS Porterfield ,2008-2018,2008,2018,61,59,6,1079,72,72,20.35,971,111.12,0,3,5,120,23,Ireland,303,258
KJ O'Brien (2008-2018),2008-2018,2008,2018,67,60,10,775,42*,42,15.5,655,118.32,0,0,9,50,33,Ireland,815,996
NJ O'Brien (2008-2016),2008-2016,2008,2016,30,28,2,466,50,50,17.92,475,98.1,0,1,0,40,7,Ireland,24,44
EC Joyce ,2012-2014,2012,2014,16,14,3,404,78*,78,36.72,428,94.39,0,1,0,30,5,Ireland,79,1038
DT Johnston ,2008-2013,2008,2013,30,19,7,249,62,62,20.75,184,135.32,0,1,1,13,11,Ireland,101,686
SR Thompson ,2014-2018,2014,2018,28,22,5,232,56,56,13.64,175,132.57,0,1,1,20,10,Ireland,929,349
JF Mooney ,2009-2015,2009,2015,27,23,9,231,31*,31,16.5,214,107.94,0,0,0,25,1,Ireland,648,549
AR Cusack ,2008-2015,2008,2015,37,21,6,229,65,65,15.26,177,129.37,0,1,1,17,6,Ireland,158,290
AD Poynter ,2012-2016,2012,2016,19,14,3,219,57,57,19.9,184,119.02,0,1,1,21,8,Ireland,202,232
A Balbirnie ,2015-2018,2015,2018,16,13,0,189,74,74,14.53,175,108,0,1,2,23,1,Ireland,898,511
SW Poynter ,2015-2018,2015,2018,19,16,2,170,39,39,12.14,162,104.93,0,0,0,17,3,Ireland,591,247
AR White ,2008-2012,2008,2012,18,12,6,137,29,29,22.83,128,107.03,0,0,0,12,2,Ireland,348,690
